image_path,item_id,source_dataset,license,category,subcategory,brand,caption,split
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000035.jpg,deepfashion-622d4ce0939df837,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000036.jpg,deepfashion-9dce397c19a6ae67,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000037.jpg,deepfashion-c3bd07ca533a0985,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000038.jpg,deepfashion-2a6172341e9c071f,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000039.jpg,deepfashion-f21333ed46cd86c9,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000040.jpg,deepfashion-b832246d873785d0,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000041.jpg,deepfashion-3c9dfaf23ca8577b,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000042.jpg,deepfashion-e51b79a852e8f4fd,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000043.jpg,deepfashion-17379ddb29dc9164,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000044.jpg,deepfashion-96024ccf5e4ae0dc,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000045.jpg,deepfashion-10fcc9287f1040d5,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000046.jpg,deepfashion-f47ec2a622c444ff,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/1981_Graphic_Ringer_Tee/img_00000047.jpg,deepfashion-faa0c98838684ad4,deepfashion_actual_images,non_commercial_research_only_deepfashion,t-shirt,1981 Graphic Ringer Tee,,DeepFashion t-shirt: 1981 Graphic Ringer Tee.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000001.jpg,deepfashion-7815a11da84e92a8,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000002.jpg,deepfashion-3515db69447d2293,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000003.jpg,deepfashion-030595789caccaae,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000004.jpg,deepfashion-264b9851daa241b2,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000005.jpg,deepfashion-435262e818da5054,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000006.jpg,deepfashion-508e0d211d3997da,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000007.jpg,deepfashion-80449ce02c217ed1,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000008.jpg,deepfashion-989731de71f19edc,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000009.jpg,deepfashion-b06b8d7552f51bc8,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000010.jpg,deepfashion-f886863636b7b111,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000011.jpg,deepfashion-04f8dd4944c96106,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000012.jpg,deepfashion-9bb377a7e21e0c3a,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000013.jpg,deepfashion-ca598c28b50505de,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000014.jpg,deepfashion-e52b4311a9f672bf,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000015.jpg,deepfashion-471fa5a6ee752834,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000016.jpg,deepfashion-483183052fb25f2c,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000017.jpg,deepfashion-43d5978058646fec,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000018.jpg,deepfashion-d0fbfd1f6e0f9f5b,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000019.jpg,deepfashion-083ccc1e32440b1b,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000020.jpg,deepfashion-90270c45f0e47a9c,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000021.jpg,deepfashion-4cb639d97c2b28d4,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000022.jpg,deepfashion-b575487c7a2e8c97,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000023.jpg,deepfashion-80da93cf71251b93,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000024.jpg,deepfashion-b0e7a5d709b4e671,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000025.jpg,deepfashion-68baa903e919543f,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000026.jpg,deepfashion-8ef91bb5c99c91b4,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000027.jpg,deepfashion-02c0b7365d0cbe89,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000028.jpg,deepfashion-9cf5eac4b0bf154d,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000029.jpg,deepfashion-e091cb2868485fb8,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000030.jpg,deepfashion-9d772d57fd23f881,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000031.jpg,deepfashion-3f91e89fd540d694,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000032.jpg,deepfashion-4148b5ec084ad33a,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000033.jpg,deepfashion-b24e44e1376c8864,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000034.jpg,deepfashion-1b5234f170e5bf7b,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000035.jpg,deepfashion-2150d804b85d1770,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000036.jpg,deepfashion-1ec22281acf9b24d,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000037.jpg,deepfashion-d91d08a97d006ded,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000038.jpg,deepfashion-1cb9d5d521d78749,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000039.jpg,deepfashion-4807c4049c026f1b,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000040.jpg,deepfashion-3ca1b38de1a1b3dd,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000041.jpg,deepfashion-4b7423d245e82fe1,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000042.jpg,deepfashion-851ab482295ca346,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000043.jpg,deepfashion-a9ca81a086424ed1,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000044.jpg,deepfashion-3d5375499d096587,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000045.jpg,deepfashion-587ba4750b95af70,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000046.jpg,deepfashion-a1465b3f80706e84,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000047.jpg,deepfashion-a7fc4a3c15cddfad,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000048.jpg,deepfashion-1c416a1ef077eeb0,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000049.jpg,deepfashion-d4c551c0c782e705,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000050.jpg,deepfashion-c28f1803e3c3cc94,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000051.jpg,deepfashion-44f18bb7e5f1041a,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000052.jpg,deepfashion-5d869956772abe32,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000053.jpg,deepfashion-cef0a09df9367c35,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000054.jpg,deepfashion-95c491c276c03575,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000055.jpg,deepfashion-cf69a43a29c0c863,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
deepfashion_category/img/2-in-1_Space_Dye_Athletic_Tank/img_00000056.jpg,deepfashion-b226fc03313ab487,deepfashion_actual_images,non_commercial_research_only_deepfashion,top,2 in 1 Space Dye Athletic Tank,,DeepFashion top: 2 in 1 Space Dye Athletic Tank.,
